,0,1,2,3,4
ROE_ExDiluted,0.10607818308497374,0.08752011873630172,0.07784267138387735,0.07038563917431206,0.054995942345612336
ROAQ,0.11669700041832498,0.08753350050962916,0.06579836123334082,0.04843691326735877,0.03436517238949377
GPOAQ,0.12231791751755595,0.097834099014946,0.06157316767969045,0.04629856370283392,0.02396378744792726
ROE_ExDilutedQ,0.12252364343530943,0.0979553053853104,0.06535923231902196,0.056954429237408226,0.0372718397840488
ROE_DilutedQ,0.12374242935639555,0.09333208219492084,0.05685659582174196,0.053227379543279614,0.02631660122095414
OperatingRevenueQYOY,0.1303610842065368,0.10406925154822844,0.06800075729646049,0.03543845541827473,0.018056889460015046
APBFactor_1M,0.1394217280308878,0.10823860022336818,0.08174840948756157,0.04472219505384478,-0.018770113131409416
NetProfitQYOY,0.14021441946593138,0.11854661319053973,0.07413956217791927,0.01944972504004649,0.00583805480058297
APBFactor_5D,0.14268100726132116,0.115428176129605,0.08329994305433286,0.05518206882487675,-0.0372427622686341
GROEQ,0.14968235951030384,0.1296205458918025,0.07568268823955092,0.04581109815465823,0.02775748101415076
GROAQ,0.14968753021088888,0.10474365490556048,0.06846333111722712,0.030552843544408907,0.016553303940109343
GGPOAQ,0.1677518439059471,0.1059645910970406,0.054011401384960855,0.03648119139015149,-0.00559080402133405
QualityFactor,0.16935722817518872,0.10872611258403507,0.061935044037849885,0.027871891716178883,-0.007655040947571412
AmihudILLIQ,0.20506875918517253,0.13390006602138582,0.0656071928685813,0.013312507472905466,-0.05290695347771879
GrossProfitMarginQ,,,,,
NetProfitMargin,,,,,
NetProfitMarginQ,,,,,
RSquare_1M,,,,,
RSquare_3M,,,,,
